,Id,Gender,Age,Topic,Sentence
10350,43,M,40-49,SPORTS,Milan - Empoli 2-0 Torino - Atalanta 2-2 Frosinone - Roma 1-2 Sampdoria - Cagliari 3-0 Bologna - Juventus 0-1 Chievo - Genoa 1-2 Sassuolo - SPAL 1-1 Parma - Napoli 0-2 Fiorentina - Inter 2-2
10351,857,M,50-100,METAL-DETECTING,a me vengono in mente le maschere del teatro del noh giapponese...inquietanti :/
10352,348,M,40-49,METAL-DETECTING,"Grazie jebagro. Ho alcune vecchie macchine fotografiche in studio che avevo acquistato ad un mercatino di cose usate.... alcune sono interessanti.... ma non credo abbiano gran valore.... Invece, sempre in studio, ho una ghiacciaia della Cocacola anni '50 completamente restaurata e perfettamente funzionante. Starebbe bene anche a casa come pezzo di arredamento ma la mia dolce metà mi ha detto... ho la ghiacciaia o me..... Potete intuire cosa ho scelto...."
10353,574,M,50-100,METAL-DETECTING,"ciao a tutti molti di voi mi conoscono e vi voglio un gran bene ciao a tutti da Ladi dimenticavo la presentazione il mio nome e Ladislao ma tutti mi chiamano Ladi diminuativo , che poi Ladislao e il nome di Ladispoli che vuol dire Ladislao città era un re che fondò Ladispoli e lui si chiamava Ladislao,per il nome ci siamo sono Sardo e abito a Cisterna di Latina , un grosso saluto a tutti voi"
10354,940,M,0-19,NATURE,"Che belle novità! Certo, un pò mi dispiace non inserire più una foto al mese, perchè mi era stimolante e mi piaceva proprio, ma cosi lo è ancor di più! Per le foto proprie che valgono 2 punti, sono pienamente d'accordo! Bravo Rob, così i concorsi non fanno che migliorare!!"
10355,75,M,50-100,BIKES,"Gran bella giornata, ci siamo ritrovati nei posti più belli vicino a Roma, grazie a Claudia e a tutti per la piacevole compagnia"
10356,38,M,0-19,NATURE,"Buona sera a tutti, ieri abbiamo preso un calo maschio di circa 6 mesi selvatico/domestico da un allevatore. È un pezzato faccia bianca/cannella e perlato, lui starà da solo e quando diventerà maturo gli prenderò una compagna. All'inizio mi ha dato una beccata che mi ha fatto uscire molto sangue dal dito, ma adesso è un coccolone e non si scolla un attimo da me. Si chiama Jack... Eccolo😍"
10357,184,M,50-100,SMOKE,Mi sono sempre ripromesso di essere così preciso ( imitare Vinciman ) ma sono veramente una frana. Ogni tanto mi tocca aprire e ricordare ciò che c'è.
10358,758,M,30-39,AUTO-MOTO,"mio prossimo acquisto,lo stavo aspettando da 2 anni,(quando lo vidi ad EICMA 2015)versione esposizione,m'innamorai  solo a guardarla,(ma vedendola bene non è poi chissà questa bellezza)    meglio bmw c 600/650 sport.    L'hò provata (test-drive) ed mi ha fatto un ottima impressione.(non male) Secondo me non si possono fare confronti con bmw c 600/650 perchè e come paragonare un SUV e una berlina,entrambi hanno i loro vantaggi/svantaggi. Opinione: per comodità tenuta di strada velocità di punta (nei lunghi viaggi) e bellezza BMW non si batte!!      per dinamismo,affidabilità,flessibilità,agilità ripresa,peso e tecnologia (specie con cambio DCT) HONDA non si batte.      Resoconto? PROVIAMO.................."
10359,781,M,20-29,AUTO-MOTO,"Esatto, uno a destra è uno a sinistra. Per la modifica basterebbe intagliare dall'altra parte il paraurti, ovviamente far fare il lavoro da un professionista! Basterebbe trovare uno scarico doppio, eviterei le cose artigianali. Sarebbe il massimo trovarne uno originale se esiste!"
10360,305,M,20-29,AUTO-MOTO,"Sarà che ho sempre guidato macchine benzina, per la maggior parte sovralimentate, ma non riesco a capacitarmi delle lamentele di un 1,6 litri gasolio che fa questo genere di consumi. La macchina è pesante e l'aerodinamica non gioca a suo favore. Se il feeling al volante durante la marcia è buono ed il consumo è circa sui 15 km/l io mi riterrei già ampiamente soddisfatto. In fondo non ci si potrebbe/dovrebbe aspettare di meglio da un mezzo con queste caratteristiche."
10361,67,M,40-49,METAL-DETECTING,"Probabilmente è stato corroso con diserbanti o letame,ne troverai a milioni..io non starei li a pulirlo..."
10362,519,M,20-29,ANIME,"l'esempio non è calsante. Che Jagger possa essere stato inizialmente il più dotato, è una cosa fattibile, perchè non viene mai mostrato differentemente. La retcon è di fatto un intervento diretto dell'autore che ha come scopo cancellare un avvenimeto per inserirne un altro. Esempio la questione genitori di toki e raoul.... di fatto buronson, inserendo le 5 forze che salvano giulia ha CANCELLATO le lacrime di shin, che erano appunto per la morte di giulia... In quel momento è andata cosi. Poi è ovvio che l'autore possa modificare come vuole le cose. Ma se oggi, in un eventuale seguito di ken, buronson dicesse che raoul era forte solo nei giorni dispari, la cosa varrebbe?? ci sarebbe chi direbbe che ha battuto toki perchè era mercoledi. e nonostante l'abbia detto buronso, la cosa non avrebbe valenza al momento dello scntro con toki (accaduto 25 anni prima)..."
10363,545,M,30-39,SPORTS,secondo me nessuna montatura può essere considerata la migliore in termini assoluti..troppe variabili in gioco... Diciamo che prima di tutto bisogna credere molto nelle montature che si usano... In linea generale mi sento di dire x quella che è' la mia esperienza che il paternostar e il running rig ok x acque lente/ferme e il miltiloop o lenza avanzata le alternative da usare nelle acque più veloci. Pellet feeder con biga incolla devastante in acque ferme/lente. Questo x darti un'idea generale in mezzo ad un mare di variabili
10364,517,F,20-29,ANIME,Falso D:  L'utente sotto di me sta guardando la televisione
10365,929,M,50-100,AUTO-MOTO,"Non interessano a nessuno??  Rivedo il prezzo a 150 euro spediti, tanto non me ne faccio nulla e sono stufo di vederli li a prendere polvere."
10366,660,M,50-100,SPORTS,con 30 cm di onda hai poco da guardare mettiti davanti qualche punta ma imho non mi sembra una situazione da surf
10367,855,F,20-29,SPORTS,"Ecco, coi capelli è tutto molto bello (?)"
10368,751,M,30-39,AUTO-MOTO,"Per modificare altezza di apertura del portellone lo fate aprire, lo bloccate con tasto chiave o tasto portellone all’altezza max desiderata; poi tenete premuto il tasto fino al bip e rimarrà memorizzata la nuova apertura per tutte le altre volte. Se volete ritornare alla apertura completa, lo sollevate manualmente e ritenete premuto fino al bip per memorizzare nuovamente."
10369,517,F,20-29,ANIME,Beato te! Davvero  . .. Io studio lingue e purtroppo ho lasciato il tedesco per la poca determinazione che mi contraddistingue 😱😭 ..
10370,762,M,20-29,ANIME,"Benvenuto nel mondo della grafica,io sono Christian, p.s:Kristian con la K?"
10371,895,M,20-29,CELEBRITIES,Ho visto per curiosità i prezzi online... Ma come si fa a vendere i primi piatti a 16 euro? dai su
10372,395,M,50-100,SPORTS,"Antonello, non sei ti che co devi ringraziare ma siamo noi debitori mei tuoi e di tutte le aquile per averci fatto passare una giornata di quelle come mon se ne vedevano da tempo. 24 o 25 canne che agitano l'aria non è facile vederle. Complimenti ed alla prossima"
10373,133,M,20-29,SPORTS,SERIE A Atalanta-Parma 1 Empoli-Juventus 2 Torino-Fiorentina 1 Sassuolo-Bologna 1 Cagliari-Chievo 1 Genoa-Udinese 1 Spal-Frosinone 1 Milan-Sampdoria 1 Napoli-Roma 1 Lazio-Inter x CALCIO ESTERO Ath Bilbao-Valencia x Barcellona-Real Madrid 1 RBL-Shalke 2 Marsiglia-PSG 2 Tottenham-Manchester City 2
10374,620,M,30-39,SPORTS,"Non proprio... Mi riferisco in generale senza puntare il dito. Se qui o su altri sito non mi trovo in sintonia in quanto "" credo che eventuali difetti vengano occultati perché a tutti piace la f..."".... be io personalmente me ne vado. Stop! Discorso diverso è pensarla in maniera diversa,ciò che è successo a voi praticamente,certamente non esco da u sito per pareri diversi! MA SE IL SITO CHE FREQUENTO/LEGGO NON SUSCITA IN ME CHIAREZZA SU PRODOTTI O ALTRO TIPO RECENSIONI ECC..TOLGO LE TENDE ....che ci sto a fare? Se poi non ti sta bene nessun sito sarebbe opportuno farsi 2 domande e forse farsene uno proprio dove uno se la canta e se la suona da solo... Non mi riferisco al tuo caso specifico....senz offesa eh!!!"
10375,197,F,0-19,ANIME,"Ricordo che da bambina giocavo alla ps1, però non so qual'era il primo gioco inserito e giocato xD ma giocavo assai a Crash Kart, Crash, Spyro, Metal Slug.. Bei ricordi </3 Invece sul Nintendo DS il primo gioco fu Nintendogs, tutti a scuola elementare possedevano il Nintendo con quel gioco xD Per pc ricordo Tomb Raider e Hitman xD ma ci passavo le giornate con Hitman ad uccidere e fare le missioni... fantastico, ed ero solo una piccola bambina indifesa"
10376,4,M,40-49,SPORTS,"Si Piero hai ragione, ma non pensavo di arrivare alla soglia dei cinquanta e dovermi ""turare il naso"" e... votare per la S.P.A.L. (mi permetto un'altra parafrasi). Speravo che determinate brutture fossero legate ad alcuni periodi e ad alcuni soggetti: prendo atto che, per l'ennesima volta, non c'è limite al peggio."
10377,868,F,0-19,ANIME,"Bentornata ^^ Io sono nuova qui, mi chiamo Valentina e ... adoro anche io i Coldplay *-*"
10378,362,M,20-29,SPORTS,"Grazie per il consiglio, stavo giusto pensando una cosa del genere che molto probabilmente farò, ma per il momento penserò solo ad aggiornare il DB con promozioni, retrocessioni e traferimenti"
10379,990,M,20-29,SPORTS,"Peccato, sarà fondamentale il recupero con il Piacenza. Ora però avranno un po' di riposo visto che recupereranno a metà aprile."
10380,521,M,30-39,NATURE,"Grazie Alessandro dei complimenti. Le prime 2 (arancione/bianca e bianco/nera) sono nostrane, quindi non koi giapponesi. La seconda l' ho data via forse 2 anni fa, sostituita da un Sanke, poi una Hi Utsuri e infine una Chagoi Doitsu. Adesso il laghetto conta 4 koi adulte e 3 piccoline. Se ho tempo domani faccio un video e lo carico così da far vedere la evoluzione delle piccole. Purtroppo è già da tempo che non riesco più a gustarmele le koi, sono troppo preso"
10381,198,F,20-29,ANIME,"sì. xD nell'anime sono presenti dei filler, cioè episodi che non ci sono nel manga, però ho notato che anche nel manga compaiono delle storielle filler, che non sono per nulla collegate alla storia principale."
10382,543,M,30-39,SPORTS,ha un tocco di palla che tra gli attaccanti del milan non si vedeva da Ibra. Leader tecnico fondamantale
10383,557,M,50-100,AUTO-MOTO,"Ciao Staccatore, Abbiamo ore di filmati girati nei nostri raduni ed in solitaria sulla neve e con i pneumatici invernali da dove di deduce che non abbiamo mai avuto problemi. Se invece monti le M+S potresti trovarti in difficolta'. Nei raduni LR di Levone sono andato dove i defender non arrivavano senza contare la facilita' con cui si affrontano le discese innevate. Senza voler far apprezzamenti negativi, direi che probabilmente non utilizzi correttamente il TR oppure consideri invernali delle gomme 4 stagioni."
10384,679,F,20-29,ANIME,"Sono del tutto d'accordo con le altre u.u anche io e il mio ragazzo ci siamo fatti le fedine, lui poi mi regalò un pupazzo trudi, un cagnolino *^* Se ad entrambi piace il cioccolato, io ti consiglio la torta mars e riso soffiato, facilissima da preparare e molto veloce! Oppure un bel salame di cioccolato, magari tagliato e disposto in un vassoio da portata, di quelli allungati, con una spolverata di zucchero a velo e qualche decoro sul vassoio  Per quanto riguarda la cena vera e propria...beh dipende dai vostri gusti xD però cerca di non elaborare porzioni troppo abbondanti, rischieresti di dover buttare tutto il resto u.u ah e abbonda con i petali di rosa, anche finti, magari disegnando un percorso all'ingresso :3 in bocca al lupo e auguri"
10385,848,M,40-49,SMOKE,Vari toscanelli ammezzati in particolare Garibaldi ammezzati. Non li provavo da anni nello scatolino da 5 ammezzati. Proprio buoni!
10386,462,M,0-19,ANIME,"Lo anticipiamo subito: il Samsung 46C7000WP è un televisore LCD a LED dotato di tantissime funzioni e in grado di riprodurre immagini fantastiche! Comunque, è innegabile che, essendo stato il primo televisore con capacità 3D ad aver raggiunto gli scaffali dei negozi, è questa sua funzione che attirerà maggiormente l'attenzione sia nostra che di chi fosse interessato all'acquisto. Il TV Samsung genera immagini 3D, riproducendo, alternativamente, quelle dedicate all'occhio destro e quelle per l'occhio sinistro. Lo spettatore deve indossare degli occhiali, chiamati attivi, che dialogano via wireless con il televisore. Questi occhiali, in sintonia con lo schermo, mostrano a ciascun occhio soltanto le immagini a esso destinate, alternando l'osuramento di una lente e poi dell'altra, con un effetto non percepibile dall'utilizzatore. Gli occhiali sono abbastanza leggeri e comodi da indossare. Le lenti sono grigiastre e tolgono alla visione parte della luminosità dello schermo, ma la qualità del pannello riesce a sopperire a ciò, offrendo una fruizione su buoni livelli. In dotazione c'è un solo paio di occhiali. Per dotare il resto della famiglia è dunque obbligatorio tener conto di una spesa supplementare . Non essendo propriamente economici, ciò fa crescere la spesa generale per l'acquisto del televisore. Per usufruire di immagini tridimensionali, possono essere utilizzati due sistemi. Il primo prevede che l'intero sistema di riproduzione dei contenuti sia compatibile con il 3D. Oltre il TV 3D, dunque, si deve avere a disposizione un lettore Blu-ray 3D (la stessa Samsung ne ha appena lanciato uno sul mercato: il BD-C6900) e, naturalmente, un disco Blu-ray 3D. In commercio ancora non sono disponibili molti film in 3D puro, ma molti sono stati annunciati e dovrebbero presto essere a disposizione del pubblico. Noi abbiamo potuto visionare ""Mostri contro Alieni"" e possiamo affermare che il 3D casalingo in alta definizione funziona eccome! La qualità delle immagini è ottima e la sensazione di tridimensionalità è concreta ed efficace. Il grigio delle lenti penalizza leggermente i colori, ma abbiamo anche potuto apprezzare un buon angolo di visione, che mantiene una discreta, ma non totale, tridimensionalità anche quando si è in posizione decentrata rispetto allo schermo. Oltre a tutto ciò, il Samsung 46C7000WP è in grado di generare immagini 3D dalle normali trasmissioni 2D. Difatti, opera lavorando sulla definizione delle immagini e, quindi, sulla profondità di campo della ripresa: più vi sono diversi piani di messa a fuoco, più si ha l'effetto 3D. Di conseguenza, il giudizio varia secondo la trasmissione del momento. Ad esempio, abbiamo seguito una partita di calcio e, durante la ripresa d'insieme, che caratterizza gran parte dei tempi di gioco, il regista cerca di mantenere tutto il campo a fuoco e l'effetto 3D che ne consegue è assai scarso, se non quasi nullo. Quando, però, nei momenti di pausa dal gioco, si vedono i primi piani dei giocatori, con il pubblico sfocato sullo sfondo, l'effetto 3D è efficace e piacevole. Ad ogni modo, vista questa discontinuità, nel complesso non possiamo dire di aver particolarmente apprezzato questa trasformazione dal 2D al 3D. Abbiamo poco spazio per parlare degli altri pregi di questo televisore. Saremo quindi sintetici: nella visione normale, quindi non 3D, come ogni TV Samsung della gamma LED, il 46C7000WP regala immagini fantastiche. I neri sono profondissimi e i colori praticamente perfetti. Inoltre mette a disposizione tutte le connessioni che servono e ha un numero impressionante di funzioni come l'Internet TV, la possibilità di registrare programmi inserendo una pen-drive o un hard disk esterno nella presa USB. Interessante la Samsung TV Apps, che la stessa azienda definisce come ""la più avanzata piattaforma di servizi Internet, nazionali e internazionali, disponibile sul mercato"". Permette di accedere a un gran numero di contenuti digitali in continuo aggiornamento. Sono già disponibili (e altri contenuti lo saranno in seguito) le news di Corriere della Sera, La Repubblica, La Gazzetta dello Sport, Milano Finanza, Usa Today e Max, i social network Facebook e Twitter, i video di YouTube, i contenuti di Sky Guida Tv, Picasa, Flickr, Coming Soon. Inoltre è possibile videochiamare gratuitamente (se chiamante e ricevente si appoggiano a Skype) o a costi ridotti con Skype. In questo caso, ci si può anche dotare di una webcam specificatamente progettata per le videochiamate. Comunque, il discorso torna inevitabilmente sul 3D. Se l'intero flusso video è in 3D, l'efficacia è notevole. Ci chiediamo, però, se, dopo una faticosa giornata di lavoro, al momento di sdraiarci sul divano, abbiamo effettivamente voglia d'inforcare un paio di occhiali e sforzare, anche se di poco, la nostra vista con immagini 3D."
10387,675,M,0-19,SPORTS,There is! After the mach Chris Masters do Master-Lock on Santino Marella because he lost the mach and he was very angry
10388,918,M,20-29,CELEBRITIES,Non tocca temi Rocco capito Alfonso ?? Pesante già ai tempi del GF
10389,60,M,40-49,SPORTS,moooolto volentieri!! prendi Lele e mi venite a trovare
10390,1019,M,20-29,SPORTS,"Però a me sembra che queste novità siano sempre più indirizzate verso l'arcade a scapito della simulazione vera e propria, spero non sia così."
10391,101,M,30-39,SPORTS,"posto comodo,paesaggio bellissimo, fiume pure... ombra e pesci...e che pesci...che volete di più !! da applausi !! TINCA bellissima !!!"
10392,988,M,50-100,METAL-DETECTING,"Posseggo un Deus da un paio di anni, secondo me grande metal , l' unica nota di disappunto, la devo fare all' archetto delle cuffie le vs4 in due anni ne ho rotte due. forse devo usare una particolare attenzione nel utilizzarle?"
10393,103,M,50-100,SPORTS,"Auguri Davide Ps. Causa bagno al tel. non ho più il tuo numero, fammi uno squillo, grazie"
10394,105,M,30-39,SPORTS,"nel girone te la giocherai sicuramente con il sant-etienne per il primo posto, ma passerai a mani basse, ne sono sicuro"
10395,1016,M,30-39,AUTO-MOTO,"Me ne sono subito innamorato, cerco ogni scusa pur di guidarla  Attendo anche di fare foto migliori, sono abbastanza appassionato di fotografia e vorrei farne qualcuna più ""artistica"""
10396,312,M,30-39,SPORTS,: 35/35 ogg:1/3 sub:1/3 pin:0/3 bonus:1/2 No AP No Stile : 35/33 ogg:1/3 sub:1/3 pin:1/3 bonus:0/2 No AP No Stile
10397,450,M,20-29,ANIME,"Continuo a seguire settimanalmente Hunter x Hunter e Naruto. One Piece l'ho messo un pò da parte, dato che mi sta annoiando a morte. Lo riprenderò in futuro. Poi settimanalmente seguo la seconda serie di Sword art online, Tokyo Esp e Jojo. Gli ultimi anime visti per intero sono: Steins;Gate, diventato il mio anime preferito. Basilisk, serie sui ninja veramente fantastica. Psycho Pass, anche questo un anime strepitoso. Tokyo Magnitude 8.0 che mi ha fatto piangere come mai mi è successo. Welcome to N.H.K, altro anime fantastico. Fate/Stay Night, abbastanza bello, ma un pò meno degli altri che ho citato. Poi ho recuperato alcuni film di Mamoru Oshii, come Tenshi No Tamago e Jin-Roh, entrambi dei capolavori."
10398,918,M,20-29,CELEBRITIES,Ma dai che senso avrebbe lasciare solo Brice a Playa Desnuda ?? Anche lui alla fine sbarcherà a Playa Uva vedrete ...
10399,298,M,40-49,AUTO-MOTO,"Fiat Brava 1.6 comprata nel 2000 355.000 km (la mia prima auto) ma a dire il vero la tengo, diciamo piu un affiancamento"
10400,99,M,40-49,SPORTS,"ma poi avendo anche campagnaro che può giocare a sinistra, oltre a zuniga, che a detta di mazzarri può giocare anche li, di modesto cosa ce ne dovremmo fare......?? davvero non vedo l'ora che si pensi solo al calcio giocato...."
10401,960,F,40-49,ANIME,"Anche se in ritardo ""Auguri di buon compleanno"""
10402,679,F,20-29,ANIME,"Qui a Napoli ogni 2 metri trovi un'onicotecnica, io stessa ho 4 cugine e 1 amica che fanno questo mestiere xD ti assicuro che non servono sono 3 pennelli per la nail art...e ti consiglio di non fare ricostruzioni in acrilico perchè ci rimetteresti i polmoni  Posta qualche foto dei tuoi lavori, sono molto curiosa *-*"
10403,342,M,40-49,AUTO-MOTO,"Se si sostituisce la centralina con una non ""codificata"" la macchina si mette in moto senza battere ciglia... In questi casi per evitare che ciò avvenga si utilizza una sorta di staffa che ancora al telaio la centralina ed evita che si possa staccare il connettore..."
10404,912,M,30-39,SPORTS,"Delirio di Lotito a telecolore: La squadra non ha reso a causa delle pressioni della piazza. Sulla serie A: Possiamo andare, se ci arriviamo dovró cedere ( ovviamente non specifica il termine dei 30 giorni e a chi cederebbe  . Il solito disco rotto ."
10405,958,M,50-100,AUTO-MOTO,"se la cara laudania si fosse fatta due .... suoi e senza prendermi di petto e se era un po intelligente non sarebbe successo niente ma lei covava come una vipera,arrongante,falsa,non aspettava che questo, e io che non aspettavo altro che servigliala su un piatto d'argento"
10406,227,M,40-49,SPORTS,Grazie a te !!! azz ci sono pure i mi Piace
10407,1037,M,20-29,SPORTS,"Quando ha detto ''People Power'' alla Laurinatiis stavo ridendo anche io  Comunque il match tra Lesnar e HHH ci sarà sicuramente in futuro. Cena a Over The Limit potrebbe anche perdere con Laurinatiis, per poi star fermo davvero questa volta.."
10408,226,F,30-39,ANIME,"Un contest basato sul numero UP! - Ogni Forum avrà un topic tutto per se, dove si potrà uppare a volontà,il forum con più voti si aggiudicherà la vittoria del contest - Ogni utente può fare anche più UP consecutivi...potete utilizzare anche doppi account - Potete farvi aiutare da chiunque anche da utenti di altri forum -  -  Per iscrivervi compilate il seguente modulo e postate in questo topic  Una volta iscritti aggiugerete nella vostra homepage quest'immaginetta per pubblicizzare il contest e per far uppare i vostri utenti, il link diretto al vostro topic vi sara’ fornito all’inizio del contest Buon contest!"
10409,117,M,20-29,SMOKE,"Ok Nick, non mi metto in coda, ma se tra un paio di mesi (tempo di mettere da parte) è ancora disponibile ti tolgo l'impiccio"
10410,791,M,20-29,SMOKE,ieri giornata dedicata a fumare ai ammezzato e ammezzato da intero
10411,942,M,20-29,AUTO-MOTO,"Cavolo, ""Benventuti al sud"" non credevo fosse così poco uniforme la distribuzione degli utenti... ...comunque: pretevallon - umbria"
10412,383,F,50-100,CELEBRITIES,Francesca Rocco 2 h · Direzione....felicità 😍☺! Buona serata! ‪#‎verona‬ ‪#‎train‬ ‪#‎ciliegie‬ Giovanni Masiero Official
10413,38,M,0-19,NATURE,Comunque non si sa se sia stata realmente Uga ad uccidere Rio perchè non ho visto neanche una ferita sul corpicino.
10414,1037,M,20-29,SPORTS,"Sera! Ho vinto 70 euro con Portanova primo marcatore, non mi dite come ho fatto perchè ho sculato tantissimo"
10415,1007,M,20-29,SPORTS,Il fenomeno del momento Marcus Rashford (Man United)
10416,97,F,20-29,ANIME,Charmander  lv5 pv21 Abilità: Aiutofuoco Graffio (-10) Ruggito (riduce l'attacco) Attacco con Graffio (-10) Pidgey va a 3 ps
10417,1082,M,20-29,AUTO-MOTO,se le alza e se la prende comoda 4 minuti a gomma  in caso abbia besk tra le palle circa 4 ore
10418,202,F,20-29,ANIME,"★Per chi inserisce topic in maniera corretta nella sezione Immagini dal web, Texture, Render, Basi Blend, Basi Retouch, Basi Colorize con nuovo materiale o aggiornando il topic minimo da 5 a 10 immagini 5 bollini"
10419,515,M,20-29,SPORTS,Tutti non vedono l'ora del ritorno di Goldberg a Raw
10420,1074,M,20-29,SPORTS,"Va bene così, peccato per l'espulsione di Fellaini e l'infortunio di Casemiro."
10421,920,M,30-39,SPORTS,"Credo che tutti, da appassionati di ciclismo, ci siamo scottati fin troppe volte. Pensare che oggi i controlli antidoping siano perfetti e che quindi Siutsou sia stato beccato solo perché ha iniziato ora a imbrogliare mi sembra purtroppo un'illusione. Non vedo infine la ragione per scaldarsi: qui amiamo tutti il ciclismo e nessuno sostiene che sia l'unico sport con dopati. Semplicemente abbiamo dovuto vivere molte brutte storie e non ci fidiamo più."
10422,932,M,50-100,NATURE,Ci credo! Io non ne capisco una sega e per cui scrivo cavolata perché mi diverto ed è gratis!
10423,37,M,50-100,METAL-DETECTING,"Oggi portando del verde al centro di raccolta, dentro ad una valigia con giornali e stracci ho trovato questo cappello. Un po malandato.... chiedo agli esperti se è possibile datarlo... Grazie"
10424,53,F,20-29,CELEBRITIES,Ammetto che la scelta è stata durissima mi piacciono molto entrambi ma tra Andrea e Gabriele alla fine ho votato il Dama ma Gabri mi ha messo in crisi
10425,478,M,50-100,BIKES,"E anche i castelli sono andati, nonostante non sia un amante di queste zone, dove per fare un giro decente ci si ritrova troppo spesso a dover transitare su strade trafficate, devo dire che mi sono piaciuti alcuni tratti molto divertenti nel bosco, ma bisognerebbe capire come fare ad unire i tratti in single track evitando al massimo le strade, ci lavorerò su..  Ed ancora una volta grazie a tutti i partecipanti, i numeri del giro da me guidato sono stati 53 x 1134 e direi di tutto rispetto...  Arrivederci presto alla prossima avventura..."
10426,532,M,50-100,SMOKE,"Abbiate ""pietà"" del novellino e perdonate la domanda stupida e sacrilega. Ma tagliare un Tosco in 3 parti ed usare un bocchino per fumare la parte centrale non può essere una soluzione per fumate corte ?"
10427,1050,M,20-29,SPORTS,Mi farebbe molto piacere partecipare! Sicuramente verrei in compagnia del socio Max
10428,674,M,50-100,SPORTS,"Vi ringrazio ragazzi !! Un bicchiere alla Vs salute sempre, siete una grande famiglia. Perdonatemi, Danilo in primis se dimentico i Vs compleanni sto invecchiando"
10429,62,F,20-29,NATURE,"Per il momento sinceramente non ci ho pensato lo sto addomesticando, per questo ho preso il maschio perché la femmina quando va in amore diventa aggressiva anche se non la stimoli con nido ecc in piùfa comunque le uova e sarebbee un peccato fargliele fare per nulla... Però magari tra tre anni chissà una Beatrice posso anche dargliela anche se significherebbe metterli in voliera esterna pperché nella gabbia di Dante non ci starebbe..."
10430,850,M,50-100,AUTO-MOTO,Aggiornamento sulla mia situazione con cellulare Huawei Mate 10... Lo dico piano ma con l'ultimo aggiornamento software del cellulare la connessione Bluetooth è stabile e non ho più la fastidiosa disconnessione che avevo nei primi minuti che ero in macchina.
10431,757,M,20-29,ANIME,"Graffio e Oddish va K.O. Chamender dovrebbe salire di livello, se acconsenti esco per curare il Pokèmon. Charmander  Lv. 6 Hp. 24 Abilità: Aiutofuoco Graffio (-12) Ruggito (abbassa Att)"
10432,134,M,20-29,ANIME,"mmmmh....infatti nn lo sò usare tanto bene! XD però voglio creare un nuovo avatar! vediamo che schifezza scappa fuori! XD  fratellò, grazie ancora per l'appoggio grafico!"
10433,674,M,50-100,SPORTS,"Ragazzi la pensione è il traguardo finale, per chi ci arriva devi avere 60 e oltre.. un ex giovanotto."
10434,901,M,30-39,SPORTS,"Direi che la prestazione della squadra B è da tenere d’occhio ma non penso sia preoccupante vista l’andata. Sorteggio più facile, quarti prenotati"
10435,4,M,40-49,SPORTS,COOOMPLIMENTI!!!!! E secondo te è normale prendersi le porcate senza aver provocato nessuno e non reagire????? Amparadsugnar!
10436,1075,M,50-100,SMOKE,"Ho frequentato diversi laboratori, ma non ho mai cavato un ragno dal buco...tempo sprecato Se ti piace l'argomento c'è Safferling che organizza corsi a pagamento...  o se ti trovi in Abruzzo e mi vieni a trovare ti faccio vedere come si rovinano le radiche  Grazie Vinko, sono contento che fumi bene! Il piacere è tutto mio! Un saluto a te!  Ciao Giovanni, sei un grande!  Il piacere di leggerti è tutto mio!  Ciao!!! Vi leggo spesso, ma intervengo pochissimo per motivi di tempo e un po' per pigrizia... Se sviluppaste una pagina od un gruppo Facebook sarebbe più dinamico al livello di interazione e più semplice da seguirvi (ma parlo per me), ma site forti così!!!      Ciao, Join!"
10437,402,F,20-29,ANIME,Il mio pc si é fuso T^T riesco ad accenderlo solo in modalità provvisoria... Se provo ad accenderlo normalmente fa schermata blu e si riavvia T^T HEEEELPPP T__T
10438,1074,M,20-29,SPORTS,"EVERTON - NEWCASTLE (PL) EVERTON - CHELSEA (PL) ARSENAL - EVERTON (PL) EVERTON - MARSIGLIA (CL) Il sorteggio ancora una volta ci sorride, evitiamo le spagnole e il Bayern  EVERTON - MANCHESTER UNITED (PL) A 6 dalla fine siamo a +11 sui Gunners (che hanno una gara in meno) adesso possiamo perderlo solo noi questo campionato Inizio del mese ostico con il Derby in trasferta e poi i quarti di finale di Champions League, le sfide con Norwich, Bournemouthe Southampton potrebbero valere il titolo  ... Dopo un mese opaco è tornato a macinare gioco e ad essere decisivo, difficile da trattenere in estate.."
10439,37,M,50-100,METAL-DETECTING,"tra questa notte e stamattina, ho fatto delle ricierche online per immagini. con le cuciture (penso di rinforzoed irrigidimento) sul davanti ne ho trovati pochi. Questo gli assomiglia ma ha la fascetta in pelle.... Poi ho notato che quello che ho trovato io ha l'aquila più piccola..."
10440,119,F,30-39,CELEBRITIES,"esatto! 3 secondi di regia dove fede diceva: ma rispetto per cosa? non posso nemmeno scherzare con gli altri adesso? a me la cosa che snerva è che tutti pensino che io gli vado dietro. Ma se lui ha scelto Lidia perchè dovrei rispettarlo? io sono una donna, non posso giocare anche io con gli uomini in modo malizioso?"
10441,1083,M,0-19,SPORTS,Buoni i 20M facciamo un buon mercato cosi ci prendiamo lo scudetto
10442,617,M,20-29,SPORTS,"Domandina così, giusto per essere sicuro: non c'è nessuna speranza che si possano ottenere, quando umanamente possibile, le coppe di Eccellenza?"
